artist,song,peak-rank,Hit or Not,lyrics,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genres
Natalie Featuring Baby Bash,Energy,66,non-hit,"[Baby Bash]
Energy
Diggin' on your energy
Energy
Diggin' on your energy
Energy
Diggin' on your energy
Energy

[Chorus: Natalie]
Boy, I'm diggin' on your energy (Energy)
And I'm diggin' what you're tellin' me (Tellin' me)
So I wrote this little melody and dedicate
To my favorite, lover

[Chorus]

[Main Verse: Natalie]
I'm lyin' in bed
There's thoughts in my head
I'm thinkin' 'bout you
Over and over and over and over again
What can I tell you
You got me so twisted
Tossin' and turnin'
Over and over and over and over again
So I wrote a song tonight
The one you beggin' me to write
Tell me, is it cool tonight
To let you know what's on my mind
You might also like[Chorus] - 2X

[Rap Verse: Baby Bash]
Rain or shine, sleet or snow
Couldn't stop the way we flow
Welcome to my miracle, when I'm diggin' in your lyrical
Your melody's my remedy
Lemon squeeze to my Hennesey
The one I call, when I'm sippin' four'
With the candy coated Tennessey
Just make a wish, and let's make it official
For your boy Baby Bash, with some heavenly bliss
Because your kiss is my lips, girl, I'm ready to roll
Wits so vicious and bubbalicious, the energy's throwed

[Chorus] - 2X

[Bridge: Natalie]
Boy, you know that I dig you
I fell in love when I met you
I love the way, you make me feel
Your energy, is somthin' real
Boy, I love the way (Love the way)
You make me feel (You make me feel)
There's somethin' 'bout
You lovin' me
Can't do without
Your energy
[Chorus] - 2X

[Baby Bash]
Energy
Diggin' on your energy
Energy
Diggin' on your energy
Energy
Diggin' on your energy
Energy",0.549,0.729,1,-5.062,0,0.0382,0.505,0.0,0.104,0.548,166.082,208773,4,['pop']
Nate Ruess,Nothing Without Love,77,non-hit,"[Intro]
I am nothing without love
I’m but a ship stuck in the sand
Some would say that I’m all alone
But I am, I'm nothing without love

I wanna hold her in my arms
But she feeling low she feeling sad
I would take credit for what’s wrong
But I am nothing without love

[Verse 1]
Three years at sea after the storm
On this sinking ship that love had put me on
God I wish a gust of wind would come and carry me home
But I, I got nowhere to go

[Verse 2]
Now here you show up with the force of a wave
And so I'm setting my sail, I’m headed for the empire state
Hey hey, I don’t want to lose this one, she make me feel whole
You know, I am nothing without love

[Bridge]
Oh baby show me a sign
Send up a signal, that everything’s fine
Come on slide up right here by my side
You know that I, I want to rest in your light
Na na na hey, na na na ooh oh
Na na na hey, na na na ooh oh
Na na na hey, na na na ooh oh
Na na na hey, na na na ooh oh
I wanna rest in your life
Na na na hey, na na na ooh oh
Na na na hey, na na na ooh oh
Na na na hey, na na na ooh oh
Na na na hey
You might also like[Verse 3]
I am nothing without love
I’m just these thoughts without a pen
And I would take credit for this song
But I am nothing without love

[Outro]
Oh baby show me a sign
Send up a signal, that everything’s fine
Watch this, come on, come on, come on, come on right by my side
Don't you know that I, don't you know that I
I want to rest in your light
I want to rest in your light
I want to rest in your light
'Cause I am, I am nothing without love20",0.565,0.73,1,-4.54,1,0.031,0.0879,0.0,0.0652,0.408,82.058,236773,4,['pop']
Nick Cannon Featuring B2K,Feelin' Freaky,92,non-hit,"[Nick Talking]
Yo put the kids to bed
Yo Shawty..I know you ain't scared

[Omarion]
B2K and Nick Cannon
Trackmasters
The Pied Piper

[Nick Cannon]
Yo' the freaks come out at night
I'm like Houdini with the magic stick
When you turn out the lights
Shawty grippin' my stomach tighter
When I burn out on the bike
Holla at the young thugs
What we doing tonight
I'm in the O.J. throwback jersey
Dressed to kill, Bridget won't get it
But Vanessa will, Vanessa's real
Shawty got sex appeal
You can hear this beat bangin from the exit still
Pied Piper, we need something for these chicks to dance
So look Mami Im trying to grind
I'm not trying to romance you
I'm just trying to get them dance loose
Lets get private, 2 way text me
T-Mobile sidekick
One-on-One lets talk and neglect the gossip
I'm as real as they come, Baby girl I got this
My wrist all numb, you can watch the watch gliss
We already bubbly we ain't gotta pop Cris'
You might also like[Chorus: Omarion & R. Kelly]
I come through
My style is powder blue
T's and Nike shoes
Plus chicks by the deuce (uh huh)
Ain't no tellin what this man might do
'Cause tonight this man ain't playing by the rules
So tell me...
Anybody feelin' freaky?
Anybody feelin' freaky? (uh-huh)
Anybody feelin' freaky?
Anybody feelin' freaky?

[Nick Cannon]
We tearin' the club like them boys did in the roxy
Million dollar thug like I'm Ted D.B.I.C
Crack game on the plain
Probably think its Yahtzee
Wrist on rocky, How you gone stop me
Shawty like, ""Papi"", Crib like ""Ozzy's""
Imma show you how to ball girl just watch me
Imma never quit like Whitney & Bobby
Tell them chicks, either wanna get wit me or rob me
Either way I let them strip me, 'cause this is my hobby
After tonight, Shawty will you miss me? Probably
But now I wanna see you shake your little body
Lookin' for a shawty thats freaky & naughty
'Cause after the party you dont have to call me
'Cause Can' is the prodigy and I mobs deep
If you rollin wit a playa, Mami c'mon
Cause Imma keep it goin 'til 6 o'clock in the morning
OOOH!
[Chorus: Omarion & R. Kelly]
I come through
My style is powder blue
T's and Nike shoes
Plus chicks by the deuce (uh huh)
Ain't no tellin what this man might do
'Cause tonight this man ain't playing by the rules
So tell me...
Anybody feelin' freaky?
Anybody feelin' freaky? (uh-huh)
Anybody feelin' freaky?
Anybody feelin' freaky?

[Nick Cannon]
We make hits like the mafia (mafia)
After the club hit the lobby, oooh (lobby, ooh)
Girls always say ""Nick you so cute
How you flippin rappin & actin too?""
Well I do, what I can do, what I can do, when I can do it
It ain't algebra baby, its pimpin in my fluid
Why them cats saying that Cannon should stick to acting
Kill you in two bars, Daddy its quick to happen
Won't know what caused it, But Nick will get you dancing
You do it in the closet, you know you think Im handsome
Yeah, the kid's real attractive
Even pull hella chicks in a thriller jacket
Now, Thriller's back, And Imma make you clap
Oh that spot yall had? Yeah Im taking that
And them chicks yall dreaming about
We cleaning them out, One on the block
Two in the car, three in the house
Now thats a real six pack, daddy even it out
UH!
[Omarion]
Aiiyo..B2K
[Chorus: Omarion & R. Kelly]
I come through
My style is powder blue
T's and Nike shoes
Plus chicks by the deuce (uh huh)
Ain't no tellin what this man might do
'Cause tonight this man ain't playing by the rules
So tell me...
Anybody feelin' freaky?
Anybody feelin' freaky? (uh-huh)
Anybody feelin' freaky?
Anybody feelin' freaky?

[Omarion]
B2K and Nick Cannon
Trackmasters
The Pied Piper

[Lil' Fizz]
'Cuse me whats ya name?

[Omarion]
B2k and Nick Cannon
Trackmasters
The Pied Piper

[Lil' Fizz]
'Cuse me whats ya name?

[Omarion]
Don't say nothing",0.844,0.599,1,-3.939,0,0.287,0.0369,0.0,0.141,0.784,97.195,215467,4,['r&b']
Nick Cannon Featuring R. Kelly,Gigolo,24,hit,"[Intro - R. Kelly] + (Nick Cannon)
Oh, oh, oh, oh, oh (Oh, uh, haha, Cannon Ball)
Oh, oh, oh, oh, oh (Check it, Kels!)
(Yo nigga we in the club singing this for money, ha!)

[Hook - R. Kelly]
I'm a gigolo, spending lot's a dough
You can tell the way wide-body, sitting on vogues
And how I'm shining, wit the fresh, fresh clothes
Always surrounded, by so many (HO!)
I'm a gigolo, always on the go
Every time I turn around, I got another show
In the club, wit about three in a row
Drop in the Six, cause I love them (HO!)

[Verse 1 - Nick Cannon]
Shorty I, only got one night in town, tell me baby where you down
Bushes we won't beat around, bushes we just eat 'em now
Feeling yo Moschino  blouse, seven jean, Black and Lebanese
Head to her knees, please if you ever need a bastard remember me
Just rock to the melody, I got you in bed wit me
I thought you would never leave
You wanna name me, like Amerie
Know the chain freeze wrist, be the same degrees
Tryna get lil' mami, in that thang of reese
Only getting in for free, if you came wit me
Cause I'mma grown man, not B2K
If I need a Girlfriend, it won't be to-day
No, I'm NOT tryna be ya man, pimp bones in my body
Rock them body-hotty, rock them, like ladi-dadi
Me and Kels on Ducatti's, wanna see you drop it shawty
Oh weee! tryna leave the club, wit a groupie!
You might also like[Hook]

[Verse 2 - Nick Cannon]
Ma I'm busy on tour, ma, you busy on the floor
Ma I'm feeling yo heels, them Christian Dior's
I'm like David Beckham, keep a mean shoe game
But like my favorite records, keep spinning new thangs
Let my hair grow, cause I was looking for a change
Shorty call me the Scare Crow, I'm looking for some brain
In ""The Wiz"", there it go, here it is, where the show
Cause through yo dress, I can see yo drawls
So shorty just shake it, make a round of applause
If you outta Hypnotic, 'nother round at the bar
And when we parking lot pimping, they surrounding the car
No, I'm NOT tryna be ya man, pimp bones in my body
Rock them body-hotty, rock them, like ladi-dadi
Me and Kels on Ducatti's, wanna see you drop it shawty
Oh weee! tryna leave the club
Wit a groupie! wit a groupie!

[Hook]

[Verse 3 - Nick Cannon]
Mami, when we leave the club, leave wit us
You don't need ya car keys, we gon' fair in the bus
And the way you wear ya jeans, is means to cuss
So DAMN! how you get them on, DAMN! big secrets on her
Throwback chick, hotter than Ms. Vic Damone
This the type of ... I'm on, not picking up the phone
Unless you unblock ya joint, then put on ya coat
Know when to hit, when Nick get in the booth
Come through in something new, wit an invisible roof
Oh the sentence on my necklace seem invisible too
When we do what we do, we can't be visible boo
The last thing I need is lawsuits, all I did is call you
Initiated first move, shorty that was all you
I'm NOT tryna be ya man, pimp bones in my body
Rock them body-hotty, rock them, like ladi-dadi
Me and Kels on Ducatti's, wanna see you drop it shawty, oh weee!
[Hook]3",0.896,0.552,4,-6.11,0,0.102,0.273,0.0,0.0662,0.657,93.001,237840,4,['r&b']
Nico & Vinz,Am I Wrong,4,hit,"[Intro]
Ooh, ooh
Ooh, ooh

[Verse 1: Vinz]
Am I wrong for thinkin' out the box from where I stay?
Am I wrong for sayin' that I choose another way?
I ain't tryin' to do what everybody else doin'
Just 'cause everybody doin' what they all do
If one thing I know, I'll fall, but I'll grow
I'm walking down this road of mine, this road that I call home

[Chorus: Vinz]
So, am I wrong? (Woo)
For thinkin' that we could be something for real?
Now, am I wrong?
For tryin' to reach the things that I can't see?
But that's just how I feel (Ooh, ooh)
That's just how I feel (Ooh, ooh)
That's just how I feel
Trying to reach the things that I can't see (Ooh, ooh)

[Verse 2: Nico]
Am I trippin' for having a vision?
My prediction, I'ma be on top of the world
Walk your walk and don't look back
Always do what you decide
Don't let them control your life
That's just how I feel, oh-ooh-woah
Fight for yours, and don't let go
Don't let them compare you, no
Don't worry, you're not alone
That's just how we feel
You might also like[Chorus: Vinz]
Am I wrong? (Am I wrong?)
For thinkin' that we could be something for real?
(Oh, yeah, yeah, yeah, yeah, oh)
Now, am I wrong? (Am I wrong?)
For tryin' to reach the things that I can't see?
(Oh, yeah, yeah, yeah, yeah)
But that's just how I feel (Ooh, ooh)
That's just how I feel (Ooh, ooh)
That's just how I feel
Trying to reach the things that I can't see (Ooh, ooh)

[Bridge: Nico]
If you tell me I'm wrong, wrong
I don't wanna be right, right
If you tell me I'm wrong, wrong
I don't wanna be right
If you tell me I'm wrong, wrong (Now, if you tell me I'm wrong)
I don't wanna be right, right
If you tell me I'm wrong, wrong
I don't wanna be right
[Chorus: Vinz]
Am I wrong?
For thinkin' that we could be something for real?
Now, am I wrong?
For tryin' to reach the things that I can't see?
But that's just how I feel (Ooh, ooh)
That's just how I feel (Ooh, ooh)
That's just how I feel
Trying to reach the things that I can't see (Ooh, ooh)
So, am I wrong? (Am I wrong?)
For thinkin' that we could be something for real?
(Oh, yeah, yeah, yeah, yeah, oh)
Now, am I wrong? (Am I wrong?)
For trying to reach the things that I can't see?
(Oh, yeah, yeah, yeah, yeah)
But that's just how I feel  (Ooh, ooh)
That's just how I feel  (Ooh, ooh)
That's just how I feel
Trying to reach the things that I can't see (Ooh, ooh)
[Outro]
Woah216",0.729,0.675,8,-6.003,1,0.0312,0.175,1.58e-06,0.55,0.779,119.968,245867,4,['pop']
Nico & Vinz,In Your Arms,72,non-hit,"[Verse 1: Nico]
I feel like Superman, they gon' remember me
I think I know I can, who says it's hard to reach?
Who's gonna stop me on the road to success?
I don't know

[Verse 2: Nico]
They tried to break me down, but I'm still on my feet
This city's full of life, so why is it hard to breathe?
Oh, why did God create this world so unfair?
I don't know

[Chorus: Nico & Vinz]
Sometimes I feel like I can't run, I can't crawl
And sometimes I feel like I ain't nothing at all
Life is a journey where you stumble and fall
But I'm okay when I lie down in your arms
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh
When I lie down in your arms
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh
When I lie down in your arms
You might also like[Verse 3: Vinz]
I feel like moving back, sometimes it's hard to dream
The life I chose is passed, it's moving without me
Who doesn't want a machine so they can go back in time?
I don't know

[Verse 4: Vinz]
My time went by too fast, there is no one left but me
I have got a nine to five and it gets the best of me
This is the life I'm gonna live to the end

[Chorus: Nico & Vinz]
But I'm okay when I lie down in your arms
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh
When I lie down in your arms
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh
When I lie down in your arms

[Chorus: Nico & Vinz]
Sometimes I feel like I can't run, I can't crawl
And sometimes I feel like I ain't nothing at all
Life is a journey where you stumble and fall
But I'm okay when I lie down in your arms
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh
When I lie down in your arms
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh
When I lie down in your arms
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh
When I lie down in your arms
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh
When I lie down in your arms18",0.431,0.81,7,-6.051,1,0.0958,0.299,0.0,0.249,0.674,110.118,205800,4,['pop']
Niko Moon,Good Time,20,hit,"[Chorus]
We just tryna catch a good time
Even if it takes all night
Pass that bottle 'round the campfire
Sippin' apple pie moonshine
Yeah, we pickin' on them guitars just right
Everybody singin' ""Dixieland Delight""
Like a bobber on a wet line
We just tryna catch a good time

[Verse 1]
Eighty degrees and the sun ain't even out
We got a spot a couple miles outta town
When that moon comes up, you know what's goin' down
We got them foldin' chairs leanin' way back
No other plans other than relax
We ain't worried 'bout tomorrow from where we at

[Chorus]
We just tryna catch a good time
Even if it takes all night
Pass that bottle 'round the campfire
Sippin' apple pie moonshine
Yeah, we pickin' on them guitars just right
Everybody singing ""Dixieland Delight""
Like a bobber on a wet line
We just tryna catch a good time
You might also like[Verse 2]
Way down here, we all got that Southern drawl
Take our time when we talkin', ""Hey Y'all""
Yeah, it don't take much for us to have it all (That's right)
Something 'bout a night this clear
Makes your problems disappear
We just gonna stay right here and let the world go by

[Chorus]
We just tryna catch a good time
Even if it takes all night
Pass that bottle 'round the campfire
Sippin' apple pie moonshine
Yeah, we pickin' on them guitars just right
Everybody singing ""Dixieland Delight""
Like a bobber on a wet line
We just tryna catch a good time

[Bridge]
Something 'bout a night this clear
Makes your problems disappear
So we just gonna stay right here and let the world go by

[Chorus]
We just tryna catch a good time
Even if it takes all night, al night
Pass that bottle 'round the campfire
Sippin' apple pie moonshine, sippin' apple pie moonshine
Yeah, we pickin' on them guitars just right
Everybody singing ""Dixieland Delight""
Like a bobber on a wet line
We just tryna catch a good time
[Outro]
Tryna catch a good time (Good time)
Good time
Tryna catch a good time
Good time
Yeah, we try to catch a good time (Good time)
Good time (Good time)
Tryna catch a good time (Good time, baby)
Good time
Aw, I think I got a bite1",0.802,0.59,5,-7.189,1,0.0493,0.0874,0.0,0.275,0.687,138.084,214720,4,['country']
OMI,Cheerleader,1,hit,"[Verse 1]
When I need motivation
My one solution is my queen
'Cause she stay strong, yeah, yeah
She is always in my corner
Right there when I want her
All these other girls are tempting
But I'm empty when you're gone

[Pre-Chorus]
And they say
Do you need me?
Do you think I'm pretty?
Do I make you feel like cheating?
And I'm like no, not really 'cause

[Chorus]
Oh, I think that I found myself a cheerleader
She is always right there when I need her
Oh, I think that I found myself a cheerleader
She is always right there when I need her

[Verse 2]
She walks like a model
She grants my wishes like a genie in a bottle, yeah, yeah
'Cause I'm the wizard of love
And I got the magic wand
All these other girls are tempting
But I'm empty when you're gone
And they say
You might also like[Pre-Chorus]
And they say
Do you need me?
Do you think I'm pretty?
Do I make you feel like cheating?
And I'm like no, not really 'cause

[Chorus]
Oh, I think that I found myself a cheerleader
She is always right there when I need her
Oh, I think that I found myself a cheerleader
She is always right there when I need her

[Bridge]
Hmm, she gives me love and affection
Baby, did I mention?
You're the only girl for me
No, I don't need a next one
Mama loves you too
She thinks I made the right selection
Now all that's left to do
Is just for me to pop the question

[Chorus]
Oh, I think that I found myself a cheerleader
She is always right there when I need her
Oh, I think that I found myself a cheerleader
She is always right there when I need her
Oh, I think that I found myself a cheerleader
She is always right there when I need her
Oh, I think that I found myself a cheerleader
She is always right there when I need her45",0.78,0.68,4,-6.081,1,0.0305,0.141,1.2e-05,0.138,0.594,118.026,180560,4,['pop']
Olivia,Bizounce,15,hit,"[Verse 1: Rap]
Fuck conversation, I'm throwin on my leather
Leavin the crib with a Dear John letter
I'm takin what I need, nigga fuck all ya cheddah
Fuck all ya jewelry and fuck all ya cars
You ballin while I'm wishin on stars
Won't have me wildin while you puffin on jars
Have me in the crib, all panties and bras
While you in the Benzo messin wit broads
Have ya'll face in another bitch twat
Go ahead playa boy that's how you get shot (I'ma get yo ass)
And I ain't even like that silly nigga
But I'm hurt and I'm filled up with liquor
Ponderin on if you really feel her
Only a man could make a girl a killer
And wit a nine like this my nigga don't sleep
I'ma creep up on your behind my nigga

[Chorus]
I'm about to bizounce
I can't take this shit no more
Picture frame broken daddy
Cause I can't trust you
I'm ridin high now
So nigga fuck you
You might also like[Chorus]
I'm about to bizounce
I can't take this shit no more
Picture frame broken daddy
Cause I can't trust you
I'm ridin high now
So nigga fuck you

[Verse 2]
Drivin' in yo Benzo
Shinned up Lorenzo
Ashtray filled wit Indo
Toss it out the window
Finish fast as the ash blows
Leave a nigga, fuck ya cash flow
I got my own account
And it holds a nice amount
I'ma come back for my clothes
And come back for my Rolls
You can keep them other hoes
Nigga that's how the game goes
And if ya didn't know
Better ask somebody baby
Shoulda treated me like your lady
Nigga I gotta bizounce
[Chorus]
I'm about to bizounce
I can't take this shit no more
Picture frame broken daddy
Cause I can't trust you
I'm ridin high now
So nigga fuck you

[Verse 3]
Fucked up conversation
I'm throwin you a letter
Keep them platinum credit cards
Keep all of your cheddar
That shit don't mean nuttin to me (No nuttin to me no nuttin to me)
Cuz I'm tired of you stressin me (Tired of you stressin me)
Scent of perfume on ya clothes (In ya clothes)
Messin wit them silly hoes (Silly hoes)
Got me feelin miserable (I'm miserable)
Cuddlin' up wit Hen and Coke (It's on...)
Sleepin wit the enemy (...bitch)
Boy, you don't wanna fuck with me (Don't wanna fuck wit me)

[Chorus]
I'm about to bizounce
I can't take this shit no more
Picture frame broken daddy
Cause I can't trust you
I'm ridin high now
So nigga fuck you
[Verse 4]
I ain't never comin back no more
I know you heard that shit before
I don't never wanna see your face
Faded pictures like my Nigga, Case
Shoulda known what ya missed at home
Now you roll along wit no one to bone
You ain't never gonna eat tohtoh
Not from this! no no

[Chorus]
I'm about to bizounce
I can't take this shit no more
Picture frame broken daddy
Cause I can't trust you
I'm ridin high now
So nigga fuck you

[Chorus]
I'm about to bizounce
I can't take this shit no more
Picture frame broken daddy
Cause I can't trust you
I'm ridin high now
So nigga fuck you

[Chorus]
I'm about to bizounce
I can't take this shit no more
Picture frame broken daddy
Cause I can't trust you
I'm ridin high now
So nigga fuck you

[Chorus]
I'm about to bizounce
I can't take this shit no more
Picture frame broken daddy
Cause I can't trust you
I'm ridin high now
So nigga fuck you",0.785,0.539,7,-8.23,1,0.0505,0.0134,8.61e-06,0.0528,0.721,137.999,264466,4,['r&b']
Omarion Featuring Gucci Mane,I Get It In,83,non-hit,"[Intro: Omarion & Gucci Mane]
Oh! Omarion (It's Gucci)
Yeah, Song Dynasty (Burr!)
Watch me get it (Gucci! Gucci!)

[Verse 1: Omarion]
I done cut the braids, low cut, got my grown on
Had to switch the label, gettin' money money long long
I be so L.A, got my Chucks and my Locs on
I was M.I.A in M.I.A superman on

[Pre-Chorus: Omarion]
I know I got it (got it, got it), I know she on it (on it, on it)
I know you see it (see it, see it), I know she want it (want it, want it)
She got that Cali good (Cali good), and she kinda hood (kinda hood)
She got me policing and wishing that a nigga would
Cause lil' momma got her back right
She be skating on it, got a nigga seeing flashlight
They be tryna get her, but she holdin' on hella tight
I got that act right, that's what she like

[Chorus: Omarion]
I get it in (I get it in), I get it in (I get it in)
I get it in (I get it in), I get again and again
I get it in (I get it in), I get it in (I get it in)
I get it in (I get it in), I get again and again
You might also like[Verse 2: Omarion]
Stuntin’ with them boys
Cause she done found a man now
Ain’t no competition chief I’m the one that hangs down
I’ma show her love-love even when my fans ride
G-g-g-get into the music baby tell me how my bang sound

[Pre-Chorus: Omarion]
I know I got it (got it, got it), I know she on it (on it, on it)
I know you see it (see it, see it), I know she want it (want it, want it)
She got that Cali good (Cali good), and she kinda hood (kinda hood)
She got me policing and wishing that a nigga would
Cause lil' momma got her back right
She be skating on it, got a nigga seeing flashlight
They be tryna get her, but she holdin' on hella tight
I got that act right, that's what she like

[Chorus: Omarion & Gucci Mane]
I get it in (I get it in), I get it in (I get it in)
I get it in (I get it in), I get again and again
I get it in (I get it in), I get it in (I get it in) (Burr! Burr!)
I get it in (I get it in), I get again and again (Burr! Gucci! Burr! Gucci!)

[Verse 3: Gucci Mane]
Burr! Burr! Gucci! Burr! Gucci!
Tennis shoes, Farrakhan, Louis V. carry on
Gucci Mane, Gucci girl, panties she ain't wearin' none
Don't want me to buy her none, man she done fired 'em
Damn near broke her neck when she seen me with Omarion
Double take, double take, let's go have a triple date
Me, you and them twins you be with - y'all think y'all can handle me?
And if I ain't putting it down right, you can cancel me
I'm married to the game, so no, you can't marry me
Champagne wishes, private jet kisses
Shanghai, Bangkok, we overseas trippin'
Pinocchio, your nose will grow, I'm smokin' dro in Tokyo
A trappa but this rappin got me going places you'll never go
[Chorus: Omarion]
I get it in (I get it in), I get it in (I get it in)
I get it in (I get it in), I get again and again
I get it in (I get it in), I get it in (I get it in)
I get it in (I get it in), I get again and again

[Outro: Omarion]
Hey! Omarion. Hey!",0.721,0.797,5,-4.549,0,0.135,0.00274,0.0,0.0841,0.674,154.086,187533,4,['r&b']
PIKOTARO,PPAP (Pen-Pineapple-Apple-Pen),77,non-hit,"[Intro]
P-P-A-P

[Verse]
I have a pen, I have a apple
Uh! Apple-Pen!
I have a pen, I have pineapple
Uh! Pineapple-Pen!

[Chorus]
Apple-Pen, Pineapple-Pen
Uh! Pen-Pineapple-Apple-Pen
Pen-Pineapple-Apple-PenYou might also like13",0.892,0.527,1,-5.598,1,0.0631,0.036,0.112,0.0612,0.485,136.029,122933,4,['pop']
Paula DeAnda Featuring Baby Bash,Doing Too Much,41,non-hit,"[Chorus: Paula DeAnda]
I'm leaving messages and voicemails, telling you I miss you
Baby, am I doing too much? (Too much)
Why you tryna diss me when I just wanna kiss you?
Baby, am I doing too much? (Too much)
Tell me, what's the issue who I give these lips to?
Baby, am I doing too much? (Too much)
This is turnin' into something I ain't hip to
Baby, am I doing too much? (Too much)

[Verse 1: Paula DeAnda]
See, you got me all alone, waiting right here by the phone
For you to call me just to hear your voice tone
I keep on wonderin' if you was even feelin' me
I keep on wonderin' if this was even meant to be
Tell me, am I wasting time, boy? You showing me no signs
Is it 'cause you on your grind? 'Cause you always on my mind
I keep on wonderin' if everything you said was true
I keep on wonderin' if you were really comin' through

[Pre-Chorus 1: Paula DeAnda]
Now here I go again, blowin' you up (Up)
And my girlfriends keep telling me I'm doing too much (Much), oh
Now here I go again blowin' you up (Up)
And my girlfriends keep telling me I'm doing too much
You might also like[Chorus: Paula DeAnda]
I'm leaving messages and voicemails, telling you I miss you (Voicemails, miss you)
Baby, am I doing too much? (Too much, uh)
Why you tryna diss me when I just wanna kiss you? (Why you tryna diss me, baby?)
Baby, am I doing too much? (Just wanna kiss you, doing too much)
Tell me, what's the issue who I give these lips to? (Tell me, what's the issue?)
Baby, am I doing too much?
This is turnin' into something I ain't hip to (Something I ain't hip to)
Baby, am I doing too much? (Am I doing too much?)

[Verse 2: Paula DeAnda]
I'm out with my girls, tryna have a good time (Good time)
And you know I'm looking fly, tryna meet some other guys
But it gets hard sometime 'cause there ain't no one just like you (You)
I try my best, but I can't shake this feel you got me through (Shake, shake)
All I can picture is the color of your eyes (Color of your eyes)
And the way you make me smile, I ain't felt this in a while
But I came to a conclusion that this is pure illusion
Chaos and confusion, but I'm not gon' let it ruin

[Pre-Chorus 2: Paula DeAnda]
The way I feel about myself 'cause I got self-esteem (Esteem)
Sometimes I wonder if I'm just chasin' a fantasy (Oh, oh-oh-oh)
The way I feel about myself 'cause I got self-esteem (Esteem)
Sometimes I wonder if I'm just chasin' a fantasy
[Chorus: Paula DeAnda]
(Too much)
I'm leaving messages and voicemails, telling you I miss you
Baby, am I doing too much? (Too much)
Why you tryna diss me when I just wanna kiss you (Why you tryna diss me, baby?)
Baby, am I doing too much? (Just wanna kiss you, too much)
Tell me, what's the issue who I give these lips to? (Tell me, what's the issue?)
Baby, am I doing too much? (Too much)
This is turnin' into something I ain't hip to (Something I ain't hip to)
Baby, am I doing too much? (Am I doing too much?)

[Bridge: Baby Bash & (Paula DeAnda)]
Just leave your name and number, and I'ma holla at ya (Oh-oh-oh)
Just leave your name and number, and I'ma holla at ya (Oh-oh-oh)
Just leave your name and number, and I'ma holla at ya (Oh-oh-oh)
Just leave your name and number, and I'ma holla at ya
Ronnie Ray, all day, women in the hallway (Ooh-ooh)
Every day losin' track of the people tryna call me (Ooh-ooh)
Don't take this the wrong way, I've been havin' long days
Doin' it, movin' 'round the tow
Wherever I'm gettin' my song played, played

[Pre-Chorus 1: Paula DeAnda]
Now here I go again, blowin' you up (Here I go again)
And my girlfriends keep telling me I'm doing too much, oh (Oh, oh-oh)
Now here I go again, blowin' you up
And my girlfriends keep telling me I'm doing too much
[Chorus: Paula DeAnda]
I'm leaving messages and voicemails, telling you I miss you (Voicemails, miss you)
Baby, am I doing too much? (Too much, too much)
Why you tryna diss me when I just wanna kiss you? (Why you tryna kiss me, baby?)
Baby, am I doing too much? (Just wanna kiss you, too much)
Tell me what's the issue who I give these lips to? (Tell me, what's the issue?)
Baby, am I doing too much? (Too much, ooh)
This is turnin' into something I ain't hip to (Something I ain't hip to)
Baby, am I doing too much? (Am I doing too much?)

[Outro: Paula DeAnda]
Oh, oh-oh, ooh
Doing too much3",0.716,0.668,2,-5.136,1,0.083,0.279,0.0,0.337,0.744,141.006,247431,4,['pop']
